|dates|Morgan_Illinois_UnitedStates.JHU_ConfirmedCases.data|Morgan_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Morgan_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Morgan_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Morgan_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Morgan_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|36.0|0|1.0|0|0.0|0
0|2020-05-18|36.0|0|1.0|0|0.0|0
0|2020-05-19|35.0|0|1.0|0|0.0|0
0|2020-05-20|34.0|0|1.0|0|0.0|0
0|2020-05-21|34.0|0|1.0|0|0.0|0
0|2020-05-22|34.0|0|1.0|0|0.0|0
0|2020-05-23|34.0|0|1.0|0|0.0|0
