|dates|Screven_Georgia_UnitedStates.JHU_ConfirmedCases.data|Screven_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Screven_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Screven_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Screven_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Screven_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|27.0|0|2.0|0|0.0|0
0|2020-05-25|28.0|0|2.0|0|0.0|0
0|2020-05-26|28.0|0|2.0|0|0.0|0
