|dates|Douglas_Washington_UnitedStates.JHU_ConfirmedCases.data|Douglas_Washington_UnitedStates.JHU_ConfirmedCases.missing|Douglas_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Douglas_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Douglas_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Douglas_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|120.0|0|3.0|0|0.0|0
0|2020-05-15|124.0|0|3.0|0|0.0|0
0|2020-05-16|124.0|0|3.0|0|0.0|0
