|dates|Erie_Ohio_UnitedStates.JHU_ConfirmedCases.data|Erie_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Erie_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Erie_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Erie_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Erie_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|155.0|0|5.0|0|0.0|0
0|2020-05-25|157.0|0|5.0|0|0.0|0
0|2020-05-26|157.0|0|5.0|0|0.0|0
