|dates|Eagle_Colorado_UnitedStates.JHU_ConfirmedCases.data|Eagle_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Eagle_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Eagle_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Eagle_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Eagle_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|581.0|0|8.0|0|0.0|0
0|2020-05-25|577.0|0|8.0|0|0.0|0
0|2020-05-26|577.0|0|8.0|0|0.0|0
