|dates|SanMateo_California_UnitedStates.JHU_ConfirmedCases.data|SanMateo_California_UnitedStates.JHU_ConfirmedCases.missing|SanMateo_California_UnitedStates.JHU_ConfirmedDeaths.data|SanMateo_California_UnitedStates.JHU_ConfirmedDeaths.missing|SanMateo_California_UnitedStates.JHU_ConfirmedRecoveries.data|SanMateo_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1963.0|0|82.0|0|0.0|0
0|2020-05-28|1963.0|0|82.0|0|0.0|0
0|2020-05-29|1963.0|0|82.0|0|0.0|0
0|2020-05-30|1963.0|0|82.0|0|0.0|0
