|dates|Gilmer_Georgia_UnitedStates.JHU_ConfirmedCases.data|Gilmer_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Gilmer_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Gilmer_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Gilmer_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Gilmer_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|145.0|0|0.0|0|0.0|0
0|2020-05-28|145.0|0|0.0|0|0.0|0
0|2020-05-29|145.0|0|0.0|0|0.0|0
0|2020-05-30|145.0|0|0.0|0|0.0|0
