|dates|Rankin_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Rankin_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Rankin_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Rankin_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Rankin_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Rankin_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|285.0|0|6.0|0|0.0|0
0|2020-05-18|287.0|0|6.0|0|0.0|0
0|2020-05-19|295.0|0|6.0|0|0.0|0
0|2020-05-20|310.0|0|6.0|0|0.0|0
0|2020-05-21|315.0|0|6.0|0|0.0|0
0|2020-05-22|325.0|0|6.0|0|0.0|0
0|2020-05-23|325.0|0|6.0|0|0.0|0
