|dates|St.Joseph_Indiana_UnitedStates.JHU_ConfirmedCases.data|St.Joseph_Indiana_UnitedStates.JHU_ConfirmedCases.missing|St.Joseph_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|St.Joseph_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|St.Joseph_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|St.Joseph_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|971.0|0|28.0|0|0.0|0
0|2020-05-18|984.0|0|28.0|0|0.0|0
0|2020-05-19|1014.0|0|30.0|0|0.0|0
0|2020-05-20|1054.0|0|31.0|0|0.0|0
0|2020-05-21|1082.0|0|32.0|0|0.0|0
0|2020-05-22|1097.0|0|33.0|0|0.0|0
0|2020-05-23|1097.0|0|33.0|0|0.0|0
