|dates|Rusk_Texas_UnitedStates.JHU_ConfirmedCases.data|Rusk_Texas_UnitedStates.JHU_ConfirmedCases.missing|Rusk_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Rusk_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Rusk_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Rusk_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|43.0|0|2.0|0|0.0|0
0|2020-05-25|43.0|0|2.0|0|0.0|0
0|2020-05-26|43.0|0|2.0|0|0.0|0
