|dates|Union_Florida_UnitedStates.JHU_ConfirmedCases.data|Union_Florida_UnitedStates.JHU_ConfirmedCases.missing|Union_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Union_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Union_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Union_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|31.0|0|0.0|0|0.0|0
0|2020-05-28|31.0|0|0.0|0|0.0|0
0|2020-05-29|31.0|0|0.0|0|0.0|0
0|2020-05-30|31.0|0|0.0|0|0.0|0
