|dates|Union_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Union_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Union_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Union_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Union_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Union_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|394.0|0|17.0|0|0.0|0
0|2020-05-25|400.0|0|17.0|0|0.0|0
0|2020-05-26|400.0|0|17.0|0|0.0|0
