|dates|Floyd_Indiana_UnitedStates.JHU_ConfirmedCases.data|Floyd_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Floyd_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Floyd_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Floyd_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Floyd_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|312.0|0|38.0|0|0.0|0
0|2020-05-25|313.0|0|38.0|0|0.0|0
0|2020-05-26|313.0|0|38.0|0|0.0|0
