|dates|Kings_NewYork_UnitedStates.JHU_ConfirmedCases.data|Kings_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Kings_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Kings_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Kings_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Kings_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|321192.0|0|25124.0|0|0.0|0
0|2020-05-18|321192.0|0|25124.0|0|0.0|0
0|2020-05-19|321192.0|0|25124.0|0|0.0|0
0|2020-05-20|321192.0|0|25124.0|0|0.0|0
0|2020-05-21|321192.0|0|25124.0|0|0.0|0
0|2020-05-22|321192.0|0|25124.0|0|0.0|0
0|2020-05-23|321192.0|0|25124.0|0|0.0|0
