|dates|Durham_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Durham_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Durham_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Durham_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Durham_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Durham_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1000.0|0|39.0|0|0.0|0
0|2020-05-18|1009.0|0|39.0|0|0.0|0
0|2020-05-19|1040.0|0|39.0|0|0.0|0
0|2020-05-20|1105.0|0|41.0|0|0.0|0
0|2020-05-21|1131.0|0|43.0|0|0.0|0
0|2020-05-22|1216.0|0|44.0|0|0.0|0
0|2020-05-23|1216.0|0|44.0|0|0.0|0
