|dates|Stewart_Georgia_UnitedStates.JHU_ConfirmedCases.data|Stewart_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Stewart_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Stewart_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Stewart_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Stewart_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|42.0|0|0.0|0|0.0|0
0|2020-05-25|44.0|0|0.0|0|0.0|0
0|2020-05-26|44.0|0|0.0|0|0.0|0
