|dates|Menard_Illinois_UnitedStates.JHU_ConfirmedCases.data|Menard_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Menard_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Menard_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Menard_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Menard_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|17.0|0|0.0|0|0.0|0
0|2020-05-28|17.0|0|0.0|0|0.0|0
0|2020-05-29|17.0|0|0.0|0|0.0|0
0|2020-05-30|17.0|0|0.0|0|0.0|0
