|dates|Parker_Texas_UnitedStates.JHU_ConfirmedCases.data|Parker_Texas_UnitedStates.JHU_ConfirmedCases.missing|Parker_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Parker_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Parker_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Parker_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|68.0|0|1.0|0|0.0|0
0|2020-05-28|68.0|0|1.0|0|0.0|0
0|2020-05-29|68.0|0|1.0|0|0.0|0
0|2020-05-30|68.0|0|1.0|0|0.0|0
