|dates|Cherokee_Georgia_UnitedStates.JHU_ConfirmedCases.data|Cherokee_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Cherokee_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Cherokee_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Cherokee_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Cherokee_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|861.0|0|31.0|0|0.0|0
0|2020-05-28|861.0|0|31.0|0|0.0|0
0|2020-05-29|861.0|0|31.0|0|0.0|0
0|2020-05-30|861.0|0|31.0|0|0.0|0
