|dates|WestFeliciana_Louisiana_UnitedStates.JHU_ConfirmedCases.data|WestFeliciana_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|WestFeliciana_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|WestFeliciana_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|WestFeliciana_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|WestFeliciana_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|186.0|0|8.0|0|0.0|0
0|2020-05-18|188.0|0|8.0|0|0.0|0
0|2020-05-19|190.0|0|8.0|0|0.0|0
0|2020-05-20|192.0|0|8.0|0|0.0|0
0|2020-05-21|193.0|0|8.0|0|0.0|0
0|2020-05-22|194.0|0|8.0|0|0.0|0
0|2020-05-23|194.0|0|8.0|0|0.0|0
