|dates|Tift_Georgia_UnitedStates.JHU_ConfirmedCases.data|Tift_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Tift_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Tift_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Tift_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Tift_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|238.0|0|15.0|0|0.0|0
0|2020-05-28|238.0|0|15.0|0|0.0|0
0|2020-05-29|238.0|0|15.0|0|0.0|0
0|2020-05-30|238.0|0|15.0|0|0.0|0
