|dates|Okanogan_Washington_UnitedStates.JHU_ConfirmedCases.data|Okanogan_Washington_UnitedStates.JHU_ConfirmedCases.missing|Okanogan_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Okanogan_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Okanogan_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Okanogan_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|40.0|0|1.0|0|0.0|0
0|2020-05-18|40.0|0|1.0|0|0.0|0
0|2020-05-19|40.0|0|1.0|0|0.0|0
0|2020-05-20|40.0|0|1.0|0|0.0|0
0|2020-05-21|42.0|0|1.0|0|0.0|0
0|2020-05-22|42.0|0|1.0|0|0.0|0
0|2020-05-23|42.0|0|1.0|0|0.0|0
