|dates|St.Tammany_Louisiana_UnitedStates.JHU_ConfirmedCases.data|St.Tammany_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|St.Tammany_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|St.Tammany_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|St.Tammany_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|St.Tammany_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|1511.0|0|142.0|0|0.0|0
0|2020-05-15|1520.0|0|143.0|0|0.0|0
0|2020-05-16|1520.0|0|143.0|0|0.0|0
