|dates|Berrien_Michigan_UnitedStates.JHU_ConfirmedCases.data|Berrien_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Berrien_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Berrien_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Berrien_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Berrien_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|470.0|0|27.0|0|0.0|0
0|2020-05-15|485.0|0|28.0|0|0.0|0
0|2020-05-16|485.0|0|28.0|0|0.0|0
