|dates|SanBernardino_California_UnitedStates.JHU_ConfirmedCases.data|SanBernardino_California_UnitedStates.JHU_ConfirmedCases.missing|SanBernardino_California_UnitedStates.JHU_ConfirmedDeaths.data|SanBernardino_California_UnitedStates.JHU_ConfirmedDeaths.missing|SanBernardino_California_UnitedStates.JHU_ConfirmedRecoveries.data|SanBernardino_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|4567.0|0|176.0|0|0.0|0
0|2020-05-28|4567.0|0|176.0|0|0.0|0
0|2020-05-29|4567.0|0|176.0|0|0.0|0
0|2020-05-30|4567.0|0|176.0|0|0.0|0
