|dates|Highlands_Florida_UnitedStates.JHU_ConfirmedCases.data|Highlands_Florida_UnitedStates.JHU_ConfirmedCases.missing|Highlands_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Highlands_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Highlands_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Highlands_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|104.0|0|8.0|0|0.0|0
0|2020-05-18|104.0|0|8.0|0|0.0|0
0|2020-05-19|107.0|0|8.0|0|0.0|0
0|2020-05-20|107.0|0|8.0|0|0.0|0
0|2020-05-21|110.0|0|8.0|0|0.0|0
0|2020-05-22|111.0|0|8.0|0|0.0|0
0|2020-05-23|111.0|0|8.0|0|0.0|0
