|dates|Knox_Maine_UnitedStates.JHU_ConfirmedCases.data|Knox_Maine_UnitedStates.JHU_ConfirmedCases.missing|Knox_Maine_UnitedStates.JHU_ConfirmedDeaths.data|Knox_Maine_UnitedStates.JHU_ConfirmedDeaths.missing|Knox_Maine_UnitedStates.JHU_ConfirmedRecoveries.data|Knox_Maine_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|20.0|0|0.0|0|0.0|0
0|2020-05-25|20.0|0|0.0|0|0.0|0
0|2020-05-26|20.0|0|0.0|0|0.0|0
