|dates|Crawford_Ohio_UnitedStates.JHU_ConfirmedCases.data|Crawford_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Crawford_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Crawford_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Crawford_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Crawford_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|94.0|0|2.0|0|0.0|0
0|2020-05-18|97.0|0|2.0|0|0.0|0
0|2020-05-19|98.0|0|2.0|0|0.0|0
0|2020-05-20|101.0|0|3.0|0|0.0|0
0|2020-05-21|103.0|0|3.0|0|0.0|0
0|2020-05-22|104.0|0|3.0|0|0.0|0
0|2020-05-23|104.0|0|3.0|0|0.0|0
