|dates|Butler_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Butler_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Butler_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Butler_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Butler_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Butler_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|45.0|0|0.0|0|0.0|0
0|2020-05-25|45.0|0|0.0|0|0.0|0
0|2020-05-26|45.0|0|0.0|0|0.0|0
