|dates|Wahkiakum_Washington_UnitedStates.JHU_ConfirmedCases.data|Wahkiakum_Washington_UnitedStates.JHU_ConfirmedCases.missing|Wahkiakum_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Wahkiakum_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Wahkiakum_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Wahkiakum_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|4.0|0|0.0|0|0.0|0
0|2020-05-28|4.0|0|0.0|0|0.0|0
0|2020-05-29|4.0|0|0.0|0|0.0|0
0|2020-05-30|4.0|0|0.0|0|0.0|0
