|dates|Bibb_Alabama_UnitedStates.JHU_ConfirmedCases.data|Bibb_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Bibb_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Bibb_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Bibb_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Bibb_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|50.0|0|1.0|0|0.0|0
0|2020-05-18|50.0|0|1.0|0|0.0|0
0|2020-05-19|51.0|0|1.0|0|0.0|0
0|2020-05-20|52.0|0|1.0|0|0.0|0
0|2020-05-21|52.0|0|1.0|0|0.0|0
0|2020-05-22|55.0|0|1.0|0|0.0|0
0|2020-05-23|55.0|0|1.0|0|0.0|0
