|dates|Minidoka_Idaho_UnitedStates.JHU_ConfirmedCases.data|Minidoka_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Minidoka_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Minidoka_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Minidoka_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Minidoka_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|15.0|0|0.0|0|0.0|0
0|2020-05-15|15.0|0|0.0|0|0.0|0
0|2020-05-16|15.0|0|0.0|0|0.0|0
