|dates|Stephens_Georgia_UnitedStates.JHU_ConfirmedCases.data|Stephens_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Stephens_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Stephens_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Stephens_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Stephens_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|94.0|0|1.0|0|0.0|0
0|2020-05-15|97.0|0|1.0|0|0.0|0
0|2020-05-16|97.0|0|1.0|0|0.0|0
