|dates|Haywood_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Haywood_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Haywood_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Haywood_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Haywood_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Haywood_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|25.0|0|0.0|0|0.0|0
0|2020-05-18|26.0|0|0.0|0|0.0|0
0|2020-05-19|26.0|0|0.0|0|0.0|0
0|2020-05-20|28.0|0|0.0|0|0.0|0
0|2020-05-21|28.0|0|0.0|0|0.0|0
0|2020-05-22|39.0|0|0.0|0|0.0|0
0|2020-05-23|39.0|0|0.0|0|0.0|0
