|dates|Robeson_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Robeson_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Robeson_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Robeson_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Robeson_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Robeson_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|680.0|0|12.0|0|0.0|0
0|2020-05-28|680.0|0|12.0|0|0.0|0
0|2020-05-29|680.0|0|12.0|0|0.0|0
0|2020-05-30|680.0|0|12.0|0|0.0|0
