|dates|Washington_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Washington_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Washington_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|125.0|0|4.0|0|0.0|0
0|2020-05-15|129.0|0|4.0|0|0.0|0
0|2020-05-16|129.0|0|4.0|0|0.0|0
