|dates|Tuscola_Michigan_UnitedStates.JHU_ConfirmedCases.data|Tuscola_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Tuscola_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Tuscola_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Tuscola_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Tuscola_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|186.0|0|23.0|0|0.0|0
0|2020-05-28|186.0|0|23.0|0|0.0|0
0|2020-05-29|186.0|0|23.0|0|0.0|0
0|2020-05-30|186.0|0|23.0|0|0.0|0
