|dates|Cayuga_NewYork_UnitedStates.JHU_ConfirmedCases.data|Cayuga_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Cayuga_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Cayuga_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Cayuga_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Cayuga_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|63.0|0|1.0|0|0.0|0
0|2020-05-18|65.0|0|1.0|0|0.0|0
0|2020-05-19|68.0|0|1.0|0|0.0|0
0|2020-05-20|68.0|0|1.0|0|0.0|0
0|2020-05-21|72.0|0|1.0|0|0.0|0
0|2020-05-22|73.0|0|1.0|0|0.0|0
0|2020-05-23|73.0|0|1.0|0|0.0|0
