|dates|Mercer_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Mercer_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Mercer_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Mercer_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Mercer_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Mercer_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|104.0|0|4.0|0|0.0|0
0|2020-05-25|105.0|0|4.0|0|0.0|0
0|2020-05-26|105.0|0|4.0|0|0.0|0
