|dates|Custer_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Custer_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Custer_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Custer_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Custer_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Custer_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|29.0|0|3.0|0|0.0|0
0|2020-05-15|29.0|0|3.0|0|0.0|0
0|2020-05-16|29.0|0|3.0|0|0.0|0
