|dates|Tangipahoa_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Tangipahoa_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Tangipahoa_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Tangipahoa_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Tangipahoa_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Tangipahoa_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|729.0|0|30.0|0|0.0|0
0|2020-05-18|732.0|0|30.0|0|0.0|0
0|2020-05-19|742.0|0|30.0|0|0.0|0
0|2020-05-20|752.0|0|30.0|0|0.0|0
0|2020-05-21|767.0|0|31.0|0|0.0|0
0|2020-05-22|767.0|0|31.0|0|0.0|0
0|2020-05-23|767.0|0|31.0|0|0.0|0
