|dates|Kalamazoo_Michigan_UnitedStates.JHU_ConfirmedCases.data|Kalamazoo_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Kalamazoo_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Kalamazoo_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Kalamazoo_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Kalamazoo_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|797.0|0|47.0|0|0.0|0
0|2020-05-25|801.0|0|49.0|0|0.0|0
0|2020-05-26|801.0|0|49.0|0|0.0|0
