|dates|Wilkinson_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Wilkinson_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Wilkinson_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Wilkinson_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Wilkinson_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Wilkinson_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|78.0|0|9.0|0|0.0|0
0|2020-05-18|78.0|0|9.0|0|0.0|0
0|2020-05-19|78.0|0|9.0|0|0.0|0
0|2020-05-20|80.0|0|9.0|0|0.0|0
0|2020-05-21|80.0|0|9.0|0|0.0|0
0|2020-05-22|81.0|0|9.0|0|0.0|0
0|2020-05-23|81.0|0|9.0|0|0.0|0
