|dates|Newton_Indiana_UnitedStates.JHU_ConfirmedCases.data|Newton_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Newton_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Newton_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Newton_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Newton_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|74.0|0|10.0|0|0.0|0
0|2020-05-28|74.0|0|10.0|0|0.0|0
0|2020-05-29|74.0|0|10.0|0|0.0|0
0|2020-05-30|74.0|0|10.0|0|0.0|0
