|dates|Lincoln_Maine_UnitedStates.JHU_ConfirmedCases.data|Lincoln_Maine_UnitedStates.JHU_ConfirmedCases.missing|Lincoln_Maine_UnitedStates.JHU_ConfirmedDeaths.data|Lincoln_Maine_UnitedStates.JHU_ConfirmedDeaths.missing|Lincoln_Maine_UnitedStates.JHU_ConfirmedRecoveries.data|Lincoln_Maine_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|15.0|0|0.0|0|0.0|0
0|2020-05-15|16.0|0|0.0|0|0.0|0
0|2020-05-16|16.0|0|0.0|0|0.0|0
