|dates|Caddo_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Caddo_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Caddo_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Caddo_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Caddo_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Caddo_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|153.0|0|10.0|0|0.0|0
0|2020-05-28|153.0|0|10.0|0|0.0|0
0|2020-05-29|153.0|0|10.0|0|0.0|0
0|2020-05-30|153.0|0|10.0|0|0.0|0
