|dates|Lincoln_Montana_UnitedStates.JHU_ConfirmedCases.data|Lincoln_Montana_UnitedStates.JHU_ConfirmedCases.missing|Lincoln_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Lincoln_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Lincoln_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Lincoln_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|7.0|0|1.0|0|0.0|0
0|2020-05-15|7.0|0|1.0|0|0.0|0
0|2020-05-16|7.0|0|1.0|0|0.0|0
