|dates|Washington_Alabama_UnitedStates.JHU_ConfirmedCases.data|Washington_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Washington_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|60.0|0|5.0|0|0.0|0
0|2020-05-18|61.0|0|5.0|0|0.0|0
0|2020-05-19|61.0|0|5.0|0|0.0|0
0|2020-05-20|62.0|0|5.0|0|0.0|0
0|2020-05-21|63.0|0|5.0|0|0.0|0
0|2020-05-22|63.0|0|5.0|0|0.0|0
0|2020-05-23|63.0|0|5.0|0|0.0|0
