|dates|Lassen_California_UnitedStates.JHU_ConfirmedCases.data|Lassen_California_UnitedStates.JHU_ConfirmedCases.missing|Lassen_California_UnitedStates.JHU_ConfirmedDeaths.data|Lassen_California_UnitedStates.JHU_ConfirmedDeaths.missing|Lassen_California_UnitedStates.JHU_ConfirmedRecoveries.data|Lassen_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|58456.0|0|2381.0|0|0.0|0
0|2020-05-15|58456.0|0|2381.0|0|0.0|0
0|2020-05-16|58456.0|0|2381.0|0|0.0|0
