|dates|Graham_Kansas_UnitedStates.JHU_ConfirmedCases.data|Graham_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Graham_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Graham_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Graham_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Graham_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|5648.0|0|161.0|0|0.0|0
0|2020-05-15|5648.0|0|161.0|0|0.0|0
0|2020-05-16|5648.0|0|161.0|0|0.0|0
