|dates|Macon_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Macon_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Macon_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Macon_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Macon_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Macon_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|119.0|0|3.0|0|0.0|0
0|2020-05-28|119.0|0|3.0|0|0.0|0
0|2020-05-29|119.0|0|3.0|0|0.0|0
0|2020-05-30|119.0|0|3.0|0|0.0|0
