|dates|Jackson_Kansas_UnitedStates.JHU_ConfirmedCases.data|Jackson_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|93.0|0|1.0|0|0.0|0
0|2020-05-28|93.0|0|1.0|0|0.0|0
0|2020-05-29|93.0|0|1.0|0|0.0|0
0|2020-05-30|93.0|0|1.0|0|0.0|0
