|dates|Bailey_Texas_UnitedStates.JHU_ConfirmedCases.data|Bailey_Texas_UnitedStates.JHU_ConfirmedCases.missing|Bailey_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Bailey_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Bailey_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Bailey_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|10.0|0|0.0|0|0.0|0
0|2020-05-25|10.0|0|0.0|0|0.0|0
0|2020-05-26|10.0|0|0.0|0|0.0|0
