|dates|Otero_Colorado_UnitedStates.JHU_ConfirmedCases.data|Otero_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Otero_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Otero_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Otero_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Otero_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|11.0|0|1.0|0|0.0|0
0|2020-05-18|11.0|0|1.0|0|0.0|0
0|2020-05-19|11.0|0|1.0|0|0.0|0
0|2020-05-20|13.0|0|1.0|0|0.0|0
0|2020-05-21|14.0|0|1.0|0|0.0|0
0|2020-05-22|14.0|0|1.0|0|0.0|0
0|2020-05-23|14.0|0|1.0|0|0.0|0
