|dates|Spink_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Spink_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Spink_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Spink_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Spink_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Spink_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|4.0|0|0.0|0|0.0|0
0|2020-05-15|4.0|0|0.0|0|0.0|0
0|2020-05-16|4.0|0|0.0|0|0.0|0
