|dates|Wyandotte_Kansas_UnitedStates.JHU_ConfirmedCases.data|Wyandotte_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Wyandotte_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Wyandotte_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Wyandotte_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Wyandotte_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1263.0|0|71.0|0|0.0|0
0|2020-05-25|1275.0|0|72.0|0|0.0|0
0|2020-05-26|1275.0|0|72.0|0|0.0|0
