|dates|Franklin_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Franklin_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|310.0|0|10.0|0|0.0|0
0|2020-05-28|310.0|0|10.0|0|0.0|0
0|2020-05-29|310.0|0|10.0|0|0.0|0
0|2020-05-30|310.0|0|10.0|0|0.0|0
