|dates|Clay_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Clay_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Clay_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Clay_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Clay_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Clay_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|8.0|0|0.0|0|0.0|0
0|2020-05-25|8.0|0|0.0|0|0.0|0
0|2020-05-26|8.0|0|0.0|0|0.0|0
