|dates|Dooly_Georgia_UnitedStates.JHU_ConfirmedCases.data|Dooly_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Dooly_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Dooly_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Dooly_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Dooly_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|157.0|0|12.0|0|0.0|0
0|2020-05-18|162.0|0|12.0|0|0.0|0
0|2020-05-19|162.0|0|12.0|0|0.0|0
0|2020-05-20|163.0|0|12.0|0|0.0|0
0|2020-05-21|164.0|0|12.0|0|0.0|0
0|2020-05-22|164.0|0|12.0|0|0.0|0
0|2020-05-23|164.0|0|12.0|0|0.0|0
