|dates|Caroline_Maryland_UnitedStates.JHU_ConfirmedCases.data|Caroline_Maryland_UnitedStates.JHU_ConfirmedCases.missing|Caroline_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|Caroline_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|Caroline_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|Caroline_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|243.0|0|0.0|0|0.0|0
0|2020-05-28|243.0|0|0.0|0|0.0|0
0|2020-05-29|243.0|0|0.0|0|0.0|0
0|2020-05-30|243.0|0|0.0|0|0.0|0
