|dates|Bennington_Vermont_UnitedStates.JHU_ConfirmedCases.data|Bennington_Vermont_UnitedStates.JHU_ConfirmedCases.missing|Bennington_Vermont_UnitedStates.JHU_ConfirmedDeaths.data|Bennington_Vermont_UnitedStates.JHU_ConfirmedDeaths.missing|Bennington_Vermont_UnitedStates.JHU_ConfirmedRecoveries.data|Bennington_Vermont_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|61.0|0|1.0|0|0.0|0
0|2020-05-25|62.0|0|1.0|0|0.0|0
0|2020-05-26|62.0|0|1.0|0|0.0|0
