|dates|Wharton_Texas_UnitedStates.JHU_ConfirmedCases.data|Wharton_Texas_UnitedStates.JHU_ConfirmedCases.missing|Wharton_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Wharton_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Wharton_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Wharton_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|42.0|0|0.0|0|0.0|0
0|2020-05-18|43.0|0|0.0|0|0.0|0
0|2020-05-19|44.0|0|0.0|0|0.0|0
0|2020-05-20|46.0|0|0.0|0|0.0|0
0|2020-05-21|45.0|0|0.0|0|0.0|0
0|2020-05-22|45.0|0|0.0|0|0.0|0
0|2020-05-23|45.0|0|0.0|0|0.0|0
