|dates|LosAlamos_NewMexico_UnitedStates.JHU_ConfirmedCases.data|LosAlamos_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|LosAlamos_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|LosAlamos_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|LosAlamos_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|LosAlamos_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|6.0|0|0.0|0|0.0|0
0|2020-05-28|6.0|0|0.0|0|0.0|0
0|2020-05-29|6.0|0|0.0|0|0.0|0
0|2020-05-30|6.0|0|0.0|0|0.0|0
