|dates|Mesa_Colorado_UnitedStates.JHU_ConfirmedCases.data|Mesa_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Mesa_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Mesa_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Mesa_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Mesa_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|51.0|0|0.0|0|0.0|0
0|2020-05-28|51.0|0|0.0|0|0.0|0
0|2020-05-29|51.0|0|0.0|0|0.0|0
0|2020-05-30|51.0|0|0.0|0|0.0|0
